Month,Product,Product_Count,Signed_Count,Activated_Count,Cancelled_Count,Signed_Value,Activated_Value,Cancelled_Value,Product_Retention,Revenue
7/31/24,FUSION TOTAL,3164,11,3,16,27372,19860.23,-98759.18,0.887403237,13187803.58
7/31/24,POST,625,1,0,0,0,0,0,0.996918336,3344528.98
7/31/24,STREAMING,394,4,1,3,8172,2700,-7308,1,1152209.24
7/31/24,SMARTSPEAKERS,315,2,1,2,0,0,0,1,47056.45
7/31/24,MOBILE,289,2,0,2,7500,0,0,0.985915493,1248338.85
7/31/24,LDR,89,0,0,1,0,0,-5400,0.7109375,658279.44
7/31/24,AUDIOAI,82,0,1,1,0,17160.23,-13800,n/a,332884.29
7/31/24,Content Automation,,,,,,,,,
7/31/24,TOPICPULSE,1066,1,0,6,11700,0,-57849.18,0.971084337,5662286.35
7/31/24,PREP+,304,1,0,1,0,0,-14402,0.970711297,742219.98
7/31/24,SALES INTELLIGENCE TOTAL,3371,10,4,7,179795.44,147281.68,-25080,0.963107881,13812564.84
7/31/24,SPOTON,1278,5,2,0,65710.56,47523.84,0,n/a,657399.4
7/31/24,TOPLINE,2093,5,2,7,114084.88,99757.84,-25080,0.963107881,13155165.44
7/31/24,Total,6535,21,7,23,207167.44,167141.91,-123839.18,0.943022296,27000368.42
8/31/24,FUSION TOTAL,3194,31,22,7,45245.96,39814.29,-41343.03,0.887403237,14410129.39
8/31/24,POST,636,5,3,2,6000,0,-5625,0.996918336,3528427.8
8/31/24,STREAMING,397,2,6,0,2400,5472,-1344,1,1180773.83
8/31/24,SMARTSPEAKERS,317,6,4,0,0,0,0,1,53355.72
8/31/24,MOBILE,295,6,3,3,23846,7500,-4835,0.985915493,1484824.11
8/31/24,LDR,94,0,0,0,0,0,0,0.7109375,761453.05
8/31/24,AUDIOAI,81,0,3,0,0,15142.29,-22200,n/a,337889.47
8/31/24,Content Automation,,,,,,,,,
8/31/24,TOPICPULSE,1070,10,3,2,12999.96,11700,-7339.03,0.971084337,6275497.24
8/31/24,PREP+,304,2,0,0,0,0,0,0.970711297,787908.17
8/31/24,SALES INTELLIGENCE TOTAL,3378,30,18,0,121893.24,32513.76,-17629,0.963107881,15649348.9
8/31/24,SPOTON,1282,24,9,0,69893.28,18186.72,0,n/a,866856.23
8/31/24,TOPLINE,2096,6,9,0,51999.96,14327.04,-17629,0.963107881,14782492.67
8/31/24,Total,6572,61,40,7,167139.2,72328.05,-58972.03,0.947542338,30059478.29
9/30/24,FUSION TOTAL,3198,11,37,2,34934.46,71674.94,-4940,0.887403237,14114687.95
9/30/24,POST,641,3,2,0,10920,4004,0,0.996918336,3309108.944
9/30/24,STREAMING,386,0,1,2,0,0,-4940,1,1110713.888
9/30/24,SMARTSPEAKERS,319,1,1,0,0,0,0,1,65439.032
9/30/24,MOBILE,302,1,8,0,3368.38,22114.38,0,0.985915493,1418872.896
9/30/24,LDR,82,0,0,0,0,0,0,0.7109375,676164.928
9/30/24,AUDIOAI,84,1,5,0,14487.2,31857.72,0,n/a,638160.44
9/30/24,Content Automation,,,,,,,,,
9/30/24,TOPICPULSE,1077,3,17,0,5984.16,13524.12,0,0.971084337,6174074.304
9/30/24,PREP+,307,2,3,0,174.72,174.72,0,0.970711297,722153.52
9/30/24,SALES INTELLIGENCE TOTAL,3396,6,49,0,351.11,122244.35,-5700,0.963107881,15237726.97
9/30/24,SPOTON,1291,2,38,0,351.11,70244.39,-5700,n/a,1426408.048
9/30/24,TOPLINE,2105,4,11,0,0,51999.96,0,0.963107881,13811318.92
9/30/24,Total,6594,17,86,2,35285.57,193919.29,-10640,0.939126952,29352414.92
10/31/24,FUSION TOTAL,3194,6,11,17,27703.31,32627.47,-112785.98,0.887403237,13740939
10/31/24,POST,639,1,4,6,0,12916,-23901,0.996918336,3204865.93
10/31/24,STREAMING,383,1,1,5,7081.98,2400,-10074,1,1139397.89
10/31/24,SMARTSPEAKERS,320,1,1,0,0,0,0,1,64074.94
10/31/24,MOBILE,302,1,2,0,6573.11,11673.11,0,0.985915493,1405068.9
10/31/24,LDR,81,0,0,1,0,0,-4545,0.7109375,553134.85
10/31/24,AUDIOAI,82,0,0,3,0,0,-64651.98,n/a,559506.56
10/31/24,Content Automation,,,,,,,,,
10/31/24,TOPICPULSE,1079,2,2,2,14048.22,5638.36,-9614,0.971084337,6057455.45
10/31/24,PREP+,308,0,1,0,0,0,0,0.970711297,757434.48
10/31/24,SALES INTELLIGENCE TOTAL,3545,224,26,114,573938.56,43597.01,-48804.9,0.963107881,14073081
10/31/24,SPOTON,1426,213,25,114,469366.19,43053.92,-48804.9,n/a,788225.19
10/31/24,TOPLINE,2119,11,1,0,104572.37,543.09,0,0.963107881,13284855.81
10/31/24,Total,6739,230,37,131,601641.87,76224.48,-161590.88,0.919542421,27814020
11/30/24,FUSION TOTAL,2909,10,4,304,24356.72,21308.56,-412405.52,0.887403237,13361881.96
11/30/24,POST,637,0,0,4,0,0,-17868.39,0.996918336,3182336.66
11/30/24,STREAMING,383,5,1,6,8400,7081.98,-4007,1,1158191.41
11/30/24,SMARTSPEAKERS,143,0,1,176,0,0,0,1,60304.44
11/30/24,MOBILE,303,4,0,3,15600,0,-3256.53,0.985915493,1434262.54
11/30/24,LDR,80,0,0,1,0,0,-11264.6,0.7109375,549337.61
11/30/24,AUDIOAI,81,0,0,7,0,0,-137772,n/a,554177.08
11/30/24,Content Automation,,,,,,,,,
11/30/24,TOPICPULSE,975,1,2,106,356.72,14226.58,-238237,0.971084337,5707876.93
11/30/24,PREP+,307,0,0,1,0,0,0,0.970711297,715395.29
11/30/24,SALES INTELLIGENCE TOTAL,3601,80,243,2,590689.97,532141.17,-5826.18,0.963107881,13930978.44
11/30/24,SPOTON,1451,50,227,1,88832.74,427025.71,0,n/a,1112897.45
11/30/24,TOPLINE,2150,30,16,1,501857.23,105115.46,-5826.18,0.963107881,12818080.99
11/30/24,Total,6510,90,247,306,615046.69,553449.73,-418231.7,0.89880614,27292860.4
12/31/24,FUSION TOTAL,2861,19,28,67,61631.16,60163.56,-311452.74,0.887403237,13373855.38
12/31/24,POST,638,1,1,1,15951.94,15951.94,-2246,0.996918336,3210994.912
12/31/24,STREAMING,384,0,5,1,3300,8400,-2393.4,1,1175371.472
12/31/24,SMARTSPEAKERS,147,7,7,3,500,500,0,1,60940.312
12/31/24,MOBILE,265,6,10,41,6093.4,21693.4,-236159.51,0.985915493,1452737.464
12/31/24,LDR,83,1,1,0,13593.22,13593.22,0,0.7109375,576249.296
12/31/24,AUDIOAI,73,1,1,3,25,25,-7473.72,n/a,425999.88
12/31/24,Content Automation,,,,,,,,,
12/31/24,TOPICPULSE,964,2,2,17,22167.6,0,-60548.68,0.971084337,5703205.176
12/31/24,PREP+,307,1,1,1,0,0,-2631.43,0.970711297,768356.864
12/31/24,SALES INTELLIGENCE TOTAL,3566,43,65,86,299798.39,343110.02,-446561.84,0.963107881,14039605.47
12/31/24,SPOTON,1472,21,37,0,56361.76,144481.06,0,n/a,1223512.272
12/31/24,TOPLINE,2094,22,28,86,243436.63,198628.96,-446561.84,0.963107881,12816093.2
12/31/24,Total,6427,62,93,153,361429.55,403273.58,-758014.58,0.845889101,27413460.85
1/31/25,FUSION TOTAL,2843,0,3,22,0,25467.6,-97062.23,0.887403237,7911720.53
1/31/25,POST,634,0,0,4,0,0,-16792.3,0.996918336,1990457.03
1/31/25,STREAMING,384,0,1,1,0,3300,-2196,1,784541.37
1/31/25,SMARTSPEAKERS,147,0,0,0,0,0,0,1,52043.29
1/31/25,MOBILE,267,0,0,3,0,0,-23400,0.985915493,558675.15
1/31/25,LDR,76,0,0,6,0,0,-52800.3,0.7109375,303872.76
1/31/25,AUDIOAI,72,0,0,0,0,0,0,n/a,322550.35
1/31/25,Content Automation,,,,,,,,,
1/31/25,TOPICPULSE,960,0,2,4,0,22167.6,-1092,0.971084337,3597450.34
1/31/25,PREP+,303,0,0,4,0,0,-781.63,0.970711297,302130.24
1/31/25,SALES INTELLIGENCE TOTAL,3630,59,39,3,50958.32,558392.25,-40535.28,0.963107881,10575349.58
1/31/25,SPOTON,1528,52,1,2,38144.79,0,-39947.28,n/a,1060353.73
1/31/25,TOPLINE,2102,7,38,1,12813.53,558392.25,-588,0.963107881,9514995.85
1/31/25,Total,6473,59,42,25,50958.32,583859.85,-137597.51,0.894409938,18487070.11
2/28/25,FUSION TOTAL,2823,7,3,31,47635.44,13735.44,-173942.58,0.887403237,9583443.87
2/28/25,POST,634,1,1,3,2260.44,2260.44,-16680.09,0.996918336,2565360.9
2/28/25,STREAMING,387,3,1,0,2700,0,0,1,810543.75
2/28/25,SMARTSPEAKERS,147,0,0,0,0,0,0,1,60278.88
2/28/25,MOBILE,271,2,1,0,17475,11475,0,0.985915493,837218.73
2/28/25,LDR,67,0,0,9,0,0,-61515.47,0.7109375,322239.37
2/28/25,AUDIOAI,73,1,0,0,25200,0,0,n/a,307094.25
2/28/25,Content Automation,,,,,,,,,
2/28/25,TOPICPULSE,955,0,0,5,0,0,-53590.03,0.971084337,4214551.51
2/28/25,PREP+,289,0,0,14,0,0,-42156.99,0.970711297,466156.48
2/28/25,SALES INTELLIGENCE TOTAL,3636,14,53,1,67926.04,38323.15,-4500,0.963107881,13598317.05
2/28/25,SPOTON,1528,7,52,1,22247.68,38323.15,-4500,n/a,1292289.23
2/28/25,TOPLINE,2108,7,1,0,45678.36,0,0,0.963107881,12306027.82
2/28/25,Total,6459,21,56,32,115561.48,52058.59,-178442.58,0.899255583,23181760.92
3/31/25,FUSION TOTAL,2849,45,3,14,212530.36,39197.2,-70049.59,0.887403237,8806898.24
3/31/25,POST,635,2,1,2,6753.2,6297.2,-20375,0.996918336,2313481.4
3/31/25,STREAMING,383,1,0,2,3420,2700,-2640,1,849350.568
3/31/25,SMARTSPEAKERS,145,0,0,0,0,0,0,1,63393.744
3/31/25,MOBILE,311,40,0,0,197357.16,0,0,0.985915493,733713.968
3/31/25,LDR,67,0,0,0,0,0,0,0.7109375,343122.352
3/31/25,AUDIOAI,72,1,2,1,5000,30200,-25200,n/a,278673.328
3/31/25,Content Automation,,,,,,,,,
3/31/25,TOPICPULSE,948,1,0,8,0,0,-17976.59,0.971084337,3875088.184
3/31/25,PREP+,288,0,0,1,0,0,-3858,0.970711297,350074.696
3/31/25,SALES INTELLIGENCE TOTAL,3648,31,32,15,118344.86,153746.32,-67432.41,0.963107881,12944156.09
3/31/25,SPOTON,1525,1,6,3,14264.14,22069.32,-5793.38,n/a,1320973.584
3/31/25,TOPLINE,2123,30,26,12,104080.72,131677,-61639.03,0.963107881,11623182.5
3/31/25,Total,6497,76,35,29,330875.22,192943.52,-137482,0.903076414,21751054.33
4/30/25,FUSION TOTAL,2833,2,44,23,42000,204881.16,-75151.82,0.887403237,9190258.1
4/30/25,POST,633,1,1,4,42000,4104,-12333.38,0.996918336,2393120.45
4/30/25,STREAMING,378,0,1,5,0,3420,-12555.86,1,786326
4/30/25,SMARTSPEAKERS,145,0,0,0,0,0,0,1,65639.5
4/30/25,MOBILE,311,0,40,2,0,197357.16,-11698.34,0.985915493,932282.07
4/30/25,LDR,64,0,0,3,0,0,0,0.7109375,391277.69
4/30/25,AUDIOAI,71,0,0,1,0,0,-17940,n/a,294428.63
4/30/25,Content Automation,,,,,,,,,
4/30/25,TOPICPULSE,943,0,1,6,0,0,-18051.98,0.971084337,3977555.21
4/30/25,PREP+,288,1,1,2,0,0,-2572.26,0.970711297,349628.55
4/30/25,SALES INTELLIGENCE TOTAL,3651,4,2,3,23128,14264.14,-9000,0.963107881,13395716.16
4/30/25,SPOTON,1525,0,1,0,0,14264.14,0,n/a,1555510.7
4/30/25,TOPLINE,2126,4,1,3,23128,0,-9000,0.963107881,11840205.46
4/30/25,Total,6484,6,46,26,65128,219145.3,-84151.82,0.897603131,22585974.26
5/31/25,FUSION TOTAL,2826,12,6,24,63749.52,73041.93,-305875.81,0.887403237,11047571.31
5/31/25,POST,629,1,2,7,0,42000,-94684,0.996918336,2847505.4
5/31/25,STREAMING,382,6,1,2,19230.85,3331.33,-6348,1,1187571.45
5/31/25,SMARTSPEAKERS,146,0,0,0,0,0,0,1,67770.19
5/31/25,MOBILE,313,2,2,0,16505.22,16505.22,0,0.985915493,1061787.35
5/31/25,LDR,64,0,0,0,0,0,0,0.7109375,359612.49
5/31/25,AUDIOAI,71,0,0,0,0,0,0,n/a,285017.53
5/31/25,Content Automation,,,,,,,,,
5/31/25,TOPICPULSE,934,2,1,13,17868.04,11205.38,-183947.86,0.971084337,4716978.96
5/31/25,PREP+,287,1,0,2,10145.41,0,-20895.95,0.970711297,521327.94
5/31/25,SALES INTELLIGENCE TOTAL,3687,19,3,4,17771.2,23128,-94735.95,0.963107881,15363357.19
5/31/25,SPOTON,1542,17,0,0,10200,0,0,n/a,1567431.05
5/31/25,TOPLINE,2145,2,3,4,7571.2,23128,-94735.95,0.963107881,13795926.14
5/31/25,Total,6513,31,9,28,81520.72,96169.93,-400611.76,0.904640408,26410928.5
6/30/25,FUSION TOTAL,2841,30,12,23,138981.33,96307.59,-228605.82,0.887403237,10242431.4
6/30/25,POST,631,0,0,7,0,0,-735.87,0.996918336,2643224.768
6/30/25,STREAMING,396,14,6,0,43115.62,19499.52,0,1,929689.064
6/30/25,SMARTSPEAKERS,146,0,0,0,0,0,0,1,69111.488
6/30/25,MOBILE,325,13,1,2,41865.71,6000,-3658.2,0.985915493,1071797.936
6/30/25,LDR,61,0,0,1,0,0,-4280.64,0.7109375,339780.592
6/30/25,AUDIOAI,68,1,1,4,21000,21000,-51204,n/a,249147.984
6/30/25,Content Automation,,,,,,,,,
6/30/25,TOPICPULSE,927,2,3,9,33000,39662.66,-168727.11,0.971084337,4489150.168
6/30/25,PREP+,287,0,1,0,0,10145.41,0,0.970711297,450529.4
6/30/25,SALES INTELLIGENCE TOTAL,3705,22,19,6,72986.38,17771.2,-29235.11,0.963107881,15089595.43
6/30/25,SPOTON,1551,13,17,6,33313.29,10200,-29235.11,n/a,1604837.52
6/30/25,TOPLINE,2154,9,2,0,39673.09,7571.2,0,0.963107881,13484757.91
6/30/25,Total,6546,52,31,29,211967.71,114078.79,-257840.93,0.909614462,25332026.83
7/31/25,FUSION TOTAL,2864,22,14,16,78358.84,64527.51,-109639.55,0.887403237,10184163.35
7/31/25,POST,634,8,7,6,45644.6,43827.51,-30329.77,0.996918336,2626861.61
7/31/25,STREAMING,408,2,1,2,6300,2700,-26947.06,1,868382.46
7/31/25,SMARTSPEAKERS,153,7,5,0,0,0,0,1,33708.17
7/31/25,MOBILE,332,4,0,1,8414.24,0,-1146.72,0.985915493,1089168.65
7/31/25,LDR,61,0,0,0,0,0,0,0.7109375,384776.83
7/31/25,AUDIOAI,65,0,0,4,0,0,-45221.2,n/a,266197.43
7/31/25,Content Automation,,,,,,,,,
7/31/25,TOPICPULSE,926,1,1,1,18000,18000,-1842,0.971084337,4414328.05
7/31/25,PREP+,285,0,0,2,0,0,-4152.8,0.970711297,500740.15
7/31/25,SALES INTELLIGENCE TOTAL,3716,13,35,2,51332.73,124319.11,-386,0.963107881,14342755.44
7/31/25,SPOTON,1557,6,19,0,15293.82,48607.11,0,n/a,1515716.99
7/31/25,TOPLINE,2159,7,16,2,36038.91,75712,-386,0.963107881,12827038.45
7/31/25,Total,6580,35,49,18,129691.57,188846.62,-110025.55,0.912379421,24526918.79
8/31/25,FUSION TOTAL,2853,4,11,16,2700,16531.33,-108000.38,0.887403237,11291404.22
8/31/25,POST,631,0,1,5,0,1817.09,-20843,0.996918336,2760182.736
8/31/25,STREAMING,407,2,3,2,2700,6300,-8472,1,964288.368
8/31/25,SMARTSPEAKERS,151,0,1,2,0,0,0,1,33157.208
